n,permutation,r_orb,a_coefficients,b_coefficients,alpha
9,076812345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078123456,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,078123465,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,078123546,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,078123564,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078123645,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078124356,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,078124536,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078124563,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078125346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078126345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078132456,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,078134256,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078134526,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078134562,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078142356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078152346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078162345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078213456,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,078231456,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078234156,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078234516,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078234561,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078312456,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078412356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078512346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,078612345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081234567,1,0-0-0-0-0-0-28-28-1-1,0-0-0-0-0-0-28-36-9-1,28-28-1
9,081234576,0,0-0-0-0-0-0-13-19-6-0,0-0-0-0-0-0-13-21-9-1,13-19-6
9,081234657,1,0-0-0-0-0-0-13-19-7-1,0-0-0-0-0-0-13-21-9-1,13-19-7
9,081234675,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,081234756,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,081234765,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,081235467,1,0-0-0-0-0-0-13-19-7-1,0-0-0-0-0-0-13-21-9-1,13-19-7
9,081235476,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,081235647,1,0-0-0-0-0-0-8-15-8-1,0-0-0-0-0-0-8-16-9-1,8-15-8
9,081235674,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081235746,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,081235764,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081236457,1,0-0-0-0-0-0-8-15-8-1,0-0-0-0-0-0-8-16-9-1,8-15-8
9,081236475,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,081236547,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,081236574,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081236745,1,0-0-0-0-0-0-2-6-5-1,0-0-0-0-0-0-2-6-5-1,2-6-5
9,081236754,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081237456,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081237465,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081237546,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081237564,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081237645,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081243567,0,0-0-0-0-0-0-13-19-6-0,0-0-0-0-0-0-13-21-9-1,13-19-6
9,081243576,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,081243657,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,081243675,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081243756,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081245367,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,081245376,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081245637,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081245673,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081245736,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,081245763,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081246357,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,081246375,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081246537,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081246573,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081246735,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081246753,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081247356,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,081247536,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081247563,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081253467,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,081253476,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081253647,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,081253674,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,081253746,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081254367,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,081254637,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081254673,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081256347,1,0-0-0-0-0-0-2-6-5-1,0-0-0-0-0-0-2-6-5-1,2-6-5
9,081256374,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081256437,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081256473,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081256734,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081256743,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081257346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081263457,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081263475,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,081263547,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081263574,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081263745,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081264357,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081264537,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081264573,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081265347,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081267345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081273456,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081273465,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081273546,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081273564,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081273645,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081274356,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081274536,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081274563,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081275346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081276345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081324567,1,0-0-0-0-0-0-13-19-7-1,0-0-0-0-0-0-13-21-9-1,13-19-7
9,081324576,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,081324657,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,081324675,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081324756,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081325467,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,081325647,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081325674,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081326457,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081327456,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081342567,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,081342576,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081342657,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081342675,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081342756,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081345267,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081345276,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081345627,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081345672,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081345726,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,081345762,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081346257,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081346275,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081346527,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081346572,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081346725,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081346752,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081347256,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081347526,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081347562,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081352467,0,0-0-0-0-0-0-3-7-4-0,0-0-0-0-0-0-3-7-5-1,3-7-4
9,081352647,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081352674,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081354267,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081354627,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081354672,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081356247,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081356274,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081356427,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081356472,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081356724,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081356742,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081362457,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,081364257,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081364527,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081364572,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081372456,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,081374256,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081374526,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081374562,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081423567,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,081423576,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081423657,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081423675,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081423756,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081425367,0,0-0-0-0-0-0-3-7-4-0,0-0-0-0-0-0-3-7-5-1,3-7-4
9,081425637,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,081425673,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,081426357,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081427356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081432567,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,081435267,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081435627,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081435672,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081452367,1,0-0-0-0-0-0-2-6-5-1,0-0-0-0-0-0-2-6-5-1,2-6-5
9,081452637,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081452673,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081453267,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081453627,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081453672,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081456237,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081456273,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081456327,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081456372,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081456723,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081456732,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081462357,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081472356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081523467,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081523476,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081523647,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081523674,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081523746,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081524367,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081524637,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081524673,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081526347,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081527346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081532467,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081534267,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081534627,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081534672,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081542367,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081562347,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081572346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081623457,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081623475,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,081623547,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081623574,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081623745,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081624357,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081624537,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081624573,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081625347,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081627345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081632457,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081634257,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081634527,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081634572,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081642357,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081652347,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081672345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081723456,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,081723465,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081723546,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081723564,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081723645,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081724356,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081724536,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081724563,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081725346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081726345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081732456,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,081734256,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081734526,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081734562,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081742356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081752346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,081762345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,082134567,1,0-0-0-0-0-0-13-19-7-1,0-0-0-0-0-0-13-21-9-1,13-19-7
9,082134576,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,082134657,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,082134675,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082134756,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082135467,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,082135647,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082135674,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082136457,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082137456,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082143567,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,082145367,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082145637,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082145673,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082153467,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082163457,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082173456,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082314567,1,0-0-0-0-0-0-8-15-8-1,0-0-0-0-0-0-8-16-9-1,8-15-8
9,082314576,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082314657,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082314675,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,082314756,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,082315467,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,082315647,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
